;Kode.Dagri;Kode.BPS;Urutan JSON;name;Kode.Geo;Nama.Provinsi;Nama.Kabupaten.Kota;IRBI.2017;IRBI.2018;IRBI.2019;IRBI.2020;IRBI.2021;IRBI.2022;Y_2017;Y_2018;Y_2019;Y_2020;Y_2021;Y_2022;korel
461;8171;8171;455;KOTA AMBON;216000;Maluku;Kota Ambon;108,03;109,59;105,02;105,02;98,33;115,27;0;0;0;0;0;0;NA
462;8172;8172;456;KOTA TUAL;216100;Maluku;Kota Tual;168;168;168;168;168;0;0;0;0;0;0;24,1;-1
463;8201;8201;457;HALMAHERA BARAT;270300;Maluku Utara;Halmahera Barat;144,4;143,18;143,18;143,18;143,55;0;0;30;31,25;32,38;36,67;38,21;-0,357972428
464;8202;8202;458;HALMAHERA TENGAH;270200;Maluku Utara;Halmahera Tengah;75,2;75,2;75,2;75,2;75,2;0;0;45,57;40,29;38,18;35,41;33,07;-0,029561522
467;8205;8203;459;KEPULAUAN SULA;270700;Maluku Utara;Kepulauan Sula;152,93;152,37;152,37;152,37;157,17;0;0;31,78;23,64;33,21;29,62;39,69;-0,46715655
466;8204;8204;460;HALMAHERA SELATAN;270500;Maluku Utara;Halmahera Selatan;224,4;213,82;213,82;213,82;216,99;224,4;0;37,87;34,98;36,47;39,52;31,34;-0,703065583
465;8203;8205;461;HALMAHERA UTARA;270400;Maluku Utara;Halmahera Utara;184,04;170,58;162,74;162,74;155,67;140,85;0;38,75;29,46;35;39,53;37,1;-0,725981165
468;8206;8206;462;HALMAHERA TIMUR;270600;Maluku Utara;Halmahera Timur;173,2;173,2;173,2;173,2;173,2;173,2;0;32,25;33,69;49,23;33,35;38,52;NA
469;8207;8207;463;PULAU MOROTAI;270800;Maluku Utara;Pulau Morotai;120,69;119,61;118,44;118,44;120,36;129,24;0;19,08;30,82;34,11;47,76;40,26;0,247857338
470;8208;8208;464;PULAU TALIABU;270100;Maluku Utara;Pulau Taliabu;152,93;152,37;152,37;152,37;161,05;219,2;0;38,57;0;0;0;0;-0,232201568
471;8271;8271;465;KOTA TERNATE;276000;Maluku Utara;Kota Ternate;119,85;111,93;104,49;104,49;101,89;97,44;0;0;0;0;0;0;NA
472;8272;8272;466;KOTA TIDORE KEPULAUAN;276100;Maluku Utara;Kota Tidore Kepulauan;164,4;159,9;159,9;159,9;161,25;164,4;0;36;27,25;37,82;0;0;-0,83861395
504;9203;9101;467;FAK-FAK;320100;Papua Barat;Fak Fak;105,2;105,2;105,2;105,2;105,2;105,2;0;0;41,63;36,74;0;40,46;NA
509;9208;9102;468;KAIMANA;320200;Papua Barat;Kaimana;122;122;122;122;122;122;0;0;0;0;0;0;NA
508;9207;9103;469;TELUK WONDAMA;320300;Papua Barat;Teluk Wondama;147,2;147,2;147,2;147,2;143,74;0;0;30;42,66;32,12;38,91;37,72;-0,243879937
507;9206;9104;470;TELUK BINTUNI;320400;Papua Barat;Teluk Bintuni;166,8;166,8;166,8;166,8;166,8;0;0;23,03;35,81;35,28;37,9;39,15;-0,344106683
503;9202;9105;471;MANOKWARI;320500;Papua Barat;Manokwari;144,77;146,96;146,96;146,96;146,96;0;0;28,49;41,79;32,9;40,48;44,24;-0,372193961
505;9204;9106;472;SORONG SELATAN;320600;Papua Barat;Sorong Selatan;178,8;178,8;178,8;178,8;178,8;178,8;0;0;48,98;0;39,1;41,63;NA
502;9201;9107;473;SORONG;320700;Papua Barat;Sorong;183,2;183,2;183,2;183,2;183,2;0;0;34,18;34,4;24,05;33,66;37,75;-0,360030309
506;9205;9108;474;RAJA AMPAT;320800;Papua Barat;Raja Ampat;136,86;135,75;135,75;135,75;153,91;0;0;30;41,63;27,16;27,67;31,45;-0,175349787
510;9209;9109;475;TAMBRAUW;320500;Papua Barat;Tambrauw;118,4;118,4;118,4;118,4;118,4;0;0;0;0;0;0;0;NA
511;9210;9110;476;MAYBRAT;321000;Papua Barat;Maybrat;88;88;88;88;88;0;0;0;0;0;0;0;NA
512;9211;9111;477;MANOKWARI SELATAN;321200;Papua Barat;Manokwari Selatan;125,45;152,06;152,06;152,06;160,35;191,6;0;28,8;53,77;36,58;55,42;49,56;0,726243757
513;9212;9112;478;PEGUNUNGAN ARFAK;321100;Papua Barat;Pegunungan Arfak;125,45;152,06;152,06;152,06;160,35;0;0;0;0;0;0;0;NA
514;9271;9171;479;KOTA SORONG;326000;Papua Barat;Kota Sorong;181,78;176,25;176,25;176,25;176,25;0;0;0;0;0;0;0;NA
473;9101;9401;480;MERAUKE;250700;Papua;Merauke;170;170;170;170;170;0;0;42,62;43,77;31,4;44,27;39,08;-0,159172094
474;9102;9402;481;JAYAWIJAYA;250800;Papua;Jayawijaya;115,2;115,2;115,2;115,2;115,2;0;0;40,65;37,86;31,32;34,21;38,42;-0,257124154
475;9103;9403;482;JAYAPURA;250100;Papua;Jayapura;203,2;203,2;203,2;203,2;203,2;0;0;40,84;39,29;33,62;43,22;28,28;0,079145312
476;9104;9404;483;NABIRE;250900;Papua;Nabire;168,38;162,06;162,06;162,06;162,06;0;0;41,74;41,44;31,89;41,91;40,64;-0,263216813
477;9105;9408;484;KEPULAUAN YAPEN;250300;Papua;Kepulauan Yapen;85;83,48;83,48;83,48;83,48;0;0;0;0;0;0;0;NA
478;9106;9409;485;BIAK NUMFOR;250200;Papua;Biak Numfor;138,4;138,4;138,4;138,4;138,4;0;0;0;0;0;0;0;NA
480;9108;9410;486;PANIAI;251000;Papua;Paniai;116,8;116,8;116,8;116,8;116,8;0;0;0;0;0;0;0;NA
479;9107;9411;487;PUNCAK JAYA;251100;Papua;Puncak Jaya;117,2;117,2;117,2;117,2;117,2;0;0;0;0;0;0;0;NA
481;9109;9412;488;MIMIKA;251200;Papua;Mimika;138,8;138,8;138,8;138,8;138,8;0;0;40,96;35,41;33,46;0;0;0,443882794
488;9116;9413;489;BOVEN DIGOEL;251300;Papua;Boven Digoel;133,2;133,2;133,2;133,2;133,2;0;0;0;0;46,82;41,14;36,03;-0,328798241
489;9117;9414;490;MAPPI;251400;Papua;Mappi;126,4;126,4;126,4;126,4;126,4;0;0;0;27,14;36,1;0;0;0,311571705
490;9118;9415;491;ASMAT;251500;Papua;Asmat;123,2;123,2;123,2;123,2;123,2;0;0;0;0;0;0;0;NA
485;9113;9416;492;YAHUKIMO;251600;Papua;Yahukimo;132,8;132,8;132,8;132,8;132,8;0;0;0;0;0;0;0;NA
484;9112;9417;493;PEGUNUNGAN BINTANG;251700;Papua;Pegunungan Bintang;126,4;126,4;126,4;126,4;126,4;0;0;0;0;0;0;0;NA
495;9123;9430;494;LANNY JAYA;253000;Papua;Lanny Jaya;91,2;91,2;91,2;91,2;91,2;0;0;0;0;0;0;0;NA
486;9114;9418;495;TOLIKARA;251800;Papua;Tolikara;114;114;114;114;114;0;0;0;0;0;0;0;NA
482;9110;9419;496;SARMI;251900;Papua;Sarmi;171,6;166,98;166,98;166,98;166,98;0;0;43,53;41,84;31,5;37,54;37,18;-0,18439083
483;9111;9420;497;KEEROM;252000;Papua;Keerom;127,2;127,2;127,2;127,2;127,2;127,2;0;41,8;36,91;36,33;42,68;36,86;NA
487;9115;9426;498;WAROPEN;252600;Papua;Waropen;140;140;140;140;140;0;0;35,89;45;34,13;43,89;38,55;-0,165597589
491;9119;9427;499;SUPIORI;252700;Papua;Supiori;92,4;92,4;92,4;92,4;92,4;0;0;0;0;0;0;0;NA
492;9120;9428;500;MAMBERAMO RAYA;252800;Papua;Mamberamo Raya;165,6;165,6;165,6;165,6;165,6;0;0;0;0;0;0;0;NA
496;9124;9429;501;NDUGA;252900;Papua;Nduga;96,4;96,4;96,4;96,4;96,4;0;0;0;0;0;0;0;NA
499;9127;9435;502;INTAN JAYA;253600;Papua;Intan Jaya;67,2;67,2;67,2;67,2;67,2;0;0;0;0;0;0;0;NA
500;9128;9436;503;DEIYAI;253500;Papua;Deiyai;108,4;108,4;108,4;108,4;108,4;0;0;0;0;0;0;0;NA
501;9171;9471;504;KOTA JAYAPURA;256000;Papua;Kota Jayapura;155,59;143,94;143,94;143,94;128,86;80,66;0;43,59;40,38;31,33;35,86;37,3;-0,375504493
493;9121;9431;505;MAMBERAMO TENGAH;253100;Papua;Mamberamo Tengah;44,8;44,8;44,8;44,8;44,8;0;0;0;0;0;0;0;NA
494;9122;9432;506;YALIMO;253200;Papua;Yalimo;95,6;95,6;95,6;95,6;95,6;0;0;0;0;0;0;0;NA
497;9125;9433;507;PUNCAK;253300;Papua;Puncak;99,6;99,6;99,6;99,6;99,6;0;0;0;0;0;0;0;NA
498;9126;9434;508;DOGIYAI;253400;Papua;Dogiyai;123,6;123,6;123,6;123,6;123,6;0;0;0;0;0;0;0;NA
436;7414;7414;509;BUTON TENGAH;201600;Sulawesi Tenggara;Buton Tengah;164,4;155,93;155,93;155,93;158,47;164,4;0;0;0;0;40,52;31,07;0,342854619
437;7415;7415;510;BUTON SELATAN;201400;Sulawesi Tenggara;Buton Selatan;164,4;155,93;155,93;155,93;158,47;0;0;20;27,12;23,3;33,43;0;0,567782475
434;7412;7412;511;KONAWE KEPULAUAN;201200;Sulawesi Tenggara;Konawe Kepulauan;146,52;146,52;146,52;146,52;159,31;0;0;37,59;38,3;38,7;41,99;35,54;-0,080336383
435;7413;7413;512;MUNA BARAT;201300;Sulawesi Tenggara;Muna Barat;174,4;174,4;174,4;174,4;174,4;174,4;0;33,22;35,8;35,14;38,45;35,54;NA
10;1110;1102;513;ACEH SINGKIL;61300;Aceh;Aceh Singkil;178;178;178;178;178;178;0;56,16;55,38;50,97;51,76;54,16;NA
